Flex1,Flex2,Flex3,Flex4,Flex5,Ax,Ay,Az,Gx,Gy,Gz,Letra
4095.0124420139714,2554.0532606951588,2767.634367891352,3128.094759603398,3749.511999982207,10.254839232641844,2.4864916021250973,-0.3033193734019266,6.213010170373956,2.002521851048761,1.0615774932471704,a
4095.0203944055775,2559.037430508918,2771.8549227751446,3138.327132565564,3756.943894983662,10.095939676422017,2.494212643341684,-0.4223299013043261,0.7818635778448663,1.195040598973638,-0.0989308689110785,a
4094.997984390432,2559.0067066680454,2771.4146994473413,3131.723998932715,3751.9525686629217,10.081351890641386,2.4415654655160304,-0.5034760434791065,1.8289303428751391,1.0745442884939138,0.5771543643157978,a
4094.99768456896,2559.0046524440245,2772.4741062179446,3137.055527660228,3761.1749056996855,10.056699219994936,2.4543972380918007,-0.4685549864735546,1.8371613318596585,0.5874651726857104,0.1123194189143433,a
4094.993880353355,2558.9932354085618,2775.0859030546585,3135.928185315055,3764.587745843332,10.021867727188432,2.389687793272476,-0.410954579301959,1.1487372630530786,0.1165089291894305,-0.1708333284995024,a
4094.996614924069,2555.3908173836608,2779.2501557830064,3135.65796211405,3757.991511102072,10.15234624454926,2.261173518103454,-0.5525545302338002,0.4527748421285609,2.9653510150970246,-1.059636817990932,a
4095.019498094368,2558.2472065008437,2773.302183685152,3139.888884642416,3759.071979546023,10.195248487072716,2.2714581161184006,-0.5531307560847684,1.0380633080761512,0.0809282837643954,0.7226116657717054,a
4095.006191426844,2574.473362476909,2770.761923947899,3137.9722300738317,3756.75644964815,10.14818833952842,2.338989491366468,-0.5176917266578867,0.7761641017032485,-0.9304212230429072,1.0657211625504637,a
4095.0043186495263,2575.776583018736,2774.2403671620464,3135.486073806486,3756.6579818635337,10.117128938272776,2.4288684002109475,-0.3760472675628331,0.5898007156865831,-0.551318455392066,0.7090961621859065,a
4095.017369834352,2559.8012223512105,2778.9288642691336,3136.8542921261032,3759.8154617766,10.086613567837658,2.455489346647252,-0.2844285748186501,0.8182321483230228,0.0485990591021864,0.5055220392823431,a
4094.988330106791,2556.960774388118,2776.514201605447,3137.9527748597384,3760.352961681188,10.055277952491055,2.4179445326683684,-0.4842226750667312,0.6713123699832395,0.7361063171535802,0.2463093113509499,a
4095.0079099478194,2559.687961183576,2775.5397486268057,3132.7198288540108,3757.47769819932,10.070307322158346,2.381578527573535,-0.5552534120350533,0.5289571720816079,1.0626495978612305,0.3762832390009427,a
4095.001300184274,2559.045245640036,2778.861462841864,3126.879841614658,3754.972988958289,10.046369399648388,2.359212929893015,-0.3971545211663392,0.7620592432827001,0.7816886951131119,0.68147065362774,a
4095.000497491082,2558.8410472716905,2777.709797180906,3135.2317308405504,3757.8023466476566,10.054108208535707,2.386938268680981,-0.4156750420449108,1.0780145157732872,0.1927004437228322,0.3055100210538885,a
4094.991420957148,2559.0606915863173,2772.728207017583,3142.3543346409037,3760.737038560959,10.066223612716117,2.434137608743185,-0.4800957435970981,1.3260858716397643,-0.0177288891958426,0.333470710976364,a
4094.99364856381,2559.007535520386,2770.6814275027746,3140.199924146292,3760.1341387035527,10.110100285641058,2.428338286936053,-0.4818994050605238,1.1948613322178565,0.6041230474760566,0.6564351789344256,a
4094.9920334834296,2558.9794474781093,2777.376999849242,3139.6023424930963,3758.754090615853,10.163951687969035,2.451054870742651,-0.4363782928684084,0.5233639636808742,1.638764681008121,-0.2715588868799604,a
4094.98631702452,2558.998195437008,2773.9968967111386,3137.611711263234,3759.967282396082,10.116851576172609,2.3897332312368604,-0.406767904376594,0.2105083813042688,1.5227818217796325,-0.5946891837403228,a
4095.0031609328585,2559.009607562305,2762.201421428097,3134.892716190606,3761.251046397632,10.00165080077857,2.3183496952760345,-0.4101599730368126,0.6541664800957149,0.2410414087761476,0.5176653126137545,a
4094.989006919245,2558.9953737777373,2770.980121741089,3139.4810025234738,3755.7465635190447,9.983527674288537,2.349063450826417,-0.4001635388401199,1.2518886229379966,-0.0926000003588711,1.3881217360386706,a
4094.9905701558887,2558.986871166652,2778.60303476524,3141.667400490085,3755.619817358855,9.982829490988916,2.465922112487832,-0.4425080129797204,1.5558774896984362,0.4059168758232345,1.0669107274380538,a
4094.996221552941,2559.0090868088496,2771.7586270096203,3137.376534180224,3763.417719533836,9.98258270916875,2.505217312688277,-0.507349255095976,1.476091102328622,0.9244675565497816,0.0222155495235365,a
4094.997805267481,2559.008685345022,2768.7473449728022,3136.387030704241,3763.65137247574,10.034996776916584,2.3469926019693657,-0.4692298838994525,1.20640021976326,0.8239961809856056,-0.0242266426696974,a
4095.004217616319,2558.999418584683,2771.3630050322795,3137.149285254004,3757.19753588765,10.06144325064392,2.279109602771305,-0.3907438715067463,0.9675116691138964,0.8459982055221434,-0.1620851945020312,a
4095.000849916715,2558.999303419938,2773.9917092702603,3137.022683679238,3752.075162919839,10.03280729589548,2.4804884858621308,-0.4026587264312651,0.8626382975914376,1.0244697330974204,-0.6434848398812705,a
4094.9937614283695,2558.993659175064,2771.9770267929907,3137.1069891455645,3755.3089904276894,10.072772109469982,2.5014610947512894,-0.4056088690732836,0.8401147454747275,0.4415457451173263,-0.0394845619517472,a
4095.009582166819,2558.9947175481093,2771.6211207115925,3136.730772258145,3760.4689287117594,10.061850001931246,2.469242431344974,-0.3721941446805479,0.6890002211868836,0.2992872559161871,0.6776480794598435,a
4094.987637947464,2559.0051659614105,2774.823250978525,3135.9987500231164,3760.4558496510936,10.0399454134248,2.467165386331156,-0.3941675125779084,0.4010263613328736,0.8362678815091192,0.7848763132621374,a
4095.0231912895288,2559.0031363360117,2773.91262727228,3136.6878385714485,3755.6503012734456,10.075471660365146,2.306569819064289,-0.5359169846374674,0.197564366725081,0.2602156410984463,0.8058830509354244,a
4095.0059223802864,2559.0002036608184,2773.354541267417,3136.7340576249585,3757.016035991077,10.075181375556856,2.253249926895881,-0.5410103122511742,0.4318138696333137,-0.276030552141536,0.4322322883945202,a
4094.991324101456,2550.8669148440244,2768.5741488455774,3130.2991774191546,3754.1863010439984,10.131786203853968,2.5010757855365187,-0.6554356830026604,6.750544642855152,2.8636835411680366,-2.355732826113716,a
4094.991927904842,2554.0242233136323,2770.965272612268,3130.1479515228843,3758.1536488768434,10.10844067151094,2.364664659835551,-0.5980151083018718,0.4266334604060816,-0.4554403540619128,0.2899953552754254,a
4095.002308337186,2557.139196121191,2769.1392097449443,3129.9963367215573,3760.7644520903305,10.134801808989454,2.3701399338432934,-0.4353446946774026,-0.053071455288879,-0.411219206694198,1.2717395865207202,a
4094.98838853631,2558.0310904639427,2768.552586983774,3131.6304420770102,3757.1433648598218,10.09339072780273,2.476614112010468,-0.413869162067802,2.148141825768318,0.4537960725243193,0.5134310115298373,a
4095.01846798784,2527.224165064543,2758.1643760019924,3121.3079292023685,3748.5758903363385,10.03475135180201,2.20697093070989,-0.4578898486601399,0.6371359100053585,0.2688637637977694,-0.1159154388743037,a
4094.993091506941,2529.4417717603924,2761.178922361891,3118.704868548321,3743.263408220957,10.097854095008527,2.2034144347829097,-0.4022303649966756,0.9452029375285887,-1.472381019983842,0.7268194140886906,a
4095.017123433392,2530.003517117957,2761.7338854793406,3125.940259444029,3744.119668747897,10.177706099990807,2.312900454374209,-0.3714548202149991,1.0502949581901404,-1.3644953294894984,1.3537152725922863,a
4095.004668189533,2528.839475720957,2758.4525897415283,3129.1276902527857,3746.062664547037,10.16126774696679,2.3491174043223038,-0.3905527177308063,1.0471201901118332,0.4920902192420247,0.9504953274058427,a
4095.003371550432,2528.6302705646067,2754.861638082973,3115.854714158375,3745.119278829524,10.043223603083934,2.221577694833898,-0.4160984390107405,1.210827619244163,1.6344451692845747,-0.1129154522664827,a
4094.993851594591,2530.1838197177785,2753.56668948076,3115.777903111792,3745.7773796255233,10.058676575629235,2.2439196451779164,-0.3711120743111077,0.8289552613950332,0.8651641904691328,-0.4241029168990381,a
4095.00173951001,2530.87712160182,2755.406762288883,3123.1491160909877,3745.6607843727234,10.122954340360389,2.354534311932865,-0.3284000698754736,0.4254536352013134,-0.5047562149903522,0.1572607759465746,a
4094.999349450369,2528.5847472300125,2758.069208246998,3117.209391262855,3743.6701783754975,10.11435879434927,2.334598035569389,-0.3293643021097867,0.631467792292218,-0.6191159957279198,0.9206840249625337,a
4095.012324970994,2528.220325527088,2755.767876730254,3115.074215527923,3755.691910995122,10.02758676775993,2.3057528568054884,-0.217911632032359,0.1379996562045197,-0.7847076421063834,1.0629948728677272,a
4095.005408323005,2528.95577267886,2751.7576206089525,3119.466984308166,3767.060794350473,9.999323145909704,2.3349503188275844,-0.1241344063776695,-0.4687061328479239,-0.9518985336533256,0.7860011076303023,a
4094.999620429519,2527.5110964951,2751.954943251232,3120.750006322421,3756.991432954818,10.09683437096266,2.295247151879105,-0.1754118867389356,0.1114039944343436,-0.3305186185116594,0.5717181372474032,a
4095.0023821522495,2526.8146756404417,2750.9335900761826,3117.6604007307105,3751.7910838706553,10.187505366248905,2.2664693685726287,-0.2581028938554088,0.7075761758188359,0.7303366953941968,-0.1147698255596099,a
4094.9958004176974,2525.694326794677,2748.8949017528607,3114.971753898583,3752.69377947737,10.10735589679847,2.239716378078787,-0.2552880879464195,1.113073745198213,1.1562011295495374,-0.3180117016135604,a
4094.9926501663767,2521.9129969705164,2749.5019863597367,3116.679714181726,3746.6823244869215,10.068520304172775,2.261986651221917,-0.3024561352511716,1.8128089053458405,0.4862944805681524,0.955893989152925,a
4094.996097350408,2521.3242968948507,2750.4711003693933,3115.884503598156,3749.402536623895,10.058714126669368,2.31087935426867,-0.3002154648368126,1.7393491398771523,0.5059793186554811,1.359722986814255,a
4094.997628711383,2523.0784113835894,2751.0978423861216,3115.2704530389783,3752.4752317723246,10.091407207734376,2.338710168755483,-0.2614803079740192,1.3100393411203235,0.6259552194591034,0.3560942567026294,a
4094.991096929873,2522.404312842883,2752.335077997941,3120.983077260132,3739.4544183471608,10.010782362294888,2.203363514958209,-0.3295643558234447,1.3729595877356726,-0.6159205720548147,-0.6722233630971012,a
4095.002941343757,2521.6854454372647,2753.821068541803,3123.562151424127,3734.041688812693,10.011602443410412,2.1916473113827504,-0.3240916032538722,0.9522675899703662,-0.6777263255761741,0.0463997782858629,a
4095.0004290182687,2518.390593467609,2751.449909953541,3118.197539813246,3739.469879473909,10.10607468067084,2.300575077981883,-0.2888122079104925,0.3283553928480128,0.8445071331115259,0.7498456859102666,a
4095.013248491821,2510.04941604441,2744.0781431824703,3109.381526191218,3741.551869411877,10.13680067429311,2.310736014221324,-0.3723273778759381,0.1850506180045317,1.809200432594948,-0.9124081676128608,a
4095.0038779373103,2508.6286606078647,2745.7531391717293,3110.184165813798,3739.276455208752,10.15448929418664,2.310542278367917,-0.3216714345627067,-1.1646195781796922,-0.055179850469041,-0.9749458467272956,a
4094.992158024793,2513.2833653197044,2752.2219211153038,3113.8381902993915,3738.1379453197897,10.113723844534876,2.3112283817052046,-0.1656796279062716,-2.016949631888792,-1.710510043709623,0.2966173548764419,a
4094.994340484502,2513.5589116211745,2748.901532531695,3106.7916139397453,3743.296315125246,10.046780189084814,2.3937408496138355,-0.1083537915096124,0.2417004007200267,0.6971024459342416,0.0226650345770963,a
4095.012335928852,2508.754509987635,2742.5202945792107,3107.098034127329,3748.763417254665,9.979643840130093,2.3491460832261466,0.0846290554637189,1.2625926627943194,-0.0301347163997545,0.8836184500532458,a
4094.991558655763,2504.976091100789,2738.860978346174,3111.982295287746,3749.8965514496776,9.975830309381823,2.2550885962473384,0.2439162110078316,-0.6628920804194709,-1.776021667791882,0.9635908220458246,a
4095.015706717418,2527.62288512544,2759.362459262386,3124.99329131454,3758.797902374375,10.12099775120011,2.2122137056448583,-0.4865739377580052,0.7689824866286218,0.6117269247826054,0.0550608208871683,a
4095.015317918367,2566.540658939102,2781.157817993648,3137.3970773836977,3756.0571993146254,10.117345108576458,2.2659792608904907,-0.4849721165082489,0.0379421089002772,2.874482022620812,-1.4948717653567654,a
4095.000135915302,2533.9243809138197,2761.264732175563,3123.845483244433,3756.547128617072,10.195730413711416,2.313683957617442,-0.4336457922491216,0.3405740492237222,0.5216523420140017,0.0808113846428235,a
4094.99507269284,2535.326415800701,2759.0682143146128,3122.856685251891,3750.857597210128,9.944499552120282,2.387071108161034,-0.6843005476428838,2.379638649458344,-0.3435002954502135,2.664568372456784,a
4094.997627885211,2556.796079800854,2772.042588288551,3133.9017795881346,3748.231054613799,10.005308192926822,2.4674253233604904,-0.4670591488095605,0.7718011087208757,-1.2792138432073965,0.7639274867052288,a
4095.008513903298,2552.8427928738706,2768.231697344279,3132.435549025407,3748.232903840262,10.092737016697637,2.41895167846038,-0.5411225397946877,0.2586359649036285,-0.7288381858325661,1.3219732265164037,a
4094.993234193393,2551.233732164525,2765.3733870995866,3129.446365611428,3754.402369861984,10.144364986948554,2.4189296453046643,-0.5376387267485042,0.808723261292953,1.2229999802617797,1.0556861157244564,a
4095.0126166196046,2554.394217891644,2770.4494426162933,3128.2813115734743,3757.8113424163353,10.019451713973949,2.464899321478973,-0.4748939259314971,0.8175486770577839,1.7975008257802851,-0.1348194681180473,a
4094.983973494857,2554.800599625877,2768.373990814673,3126.943313676018,3756.946384102535,10.070687965099689,2.5155549533147834,-0.3398462591215562,0.6043709285126626,1.7170298975440936,-0.2143535803249666,a
4094.99750546076,2552.448752056547,2765.0283018338077,3125.86382962129,3752.873601923008,10.136039178778471,2.519121584728476,-0.2993779211793224,0.4146196288461083,1.3857483534882882,0.2182632537779576,a
4094.993172887662,2550.486909997295,2768.473036377642,3125.3988032770785,3749.670276502881,10.021653945828517,2.456313100032112,-0.4659506774658532,0.3081821964234392,0.9581079474988424,0.0134455740369724,a
4095.011593906668,2548.7340991405536,2767.552495066419,3123.056455902075,3754.1276797498185,10.007908122200217,2.4283168226981253,-0.6086843172923343,0.467698891642545,0.4855014107979093,-0.0942783859385927,a
4094.986209245974,2546.365716914613,2764.7805121505216,3120.692865504827,3759.6002968320063,10.069142809383765,2.4737027988355145,-0.5194055565696496,0.9189342774696632,-0.0113278914999867,0.3865926139599657,a
4094.999932052449,2544.07497333646,2766.332690368131,3121.303129846903,3758.6163282995335,10.075009358919262,2.4964980845082176,-0.3901392771622748,1.3283840297791227,-0.3198600373183993,1.0680715110606769,a
4095.004920081511,2545.335705901281,2768.040574892621,3124.308112265101,3756.942315793647,10.020661555529763,2.4468315338245654,-0.4291711811895194,1.047363143586031,0.1721353710958716,0.7047477046442676,a
4094.9925475736777,2547.044557364825,2767.776403738847,3124.41858451013,3754.036130109297,10.0739336269558,2.4465387635902305,-0.5180268217793661,1.060739834306232,0.8391186048414524,0.1848540321392755,a
4095.006313102334,2545.546258636988,2766.222016443433,3120.281308700046,3748.8696666197848,10.114853644402718,2.53617942613322,-0.4369603177780599,2.041637122558352,0.9071678448400032,0.5391119236289842,a
4095.0096294388472,2544.4931747160244,2766.240882957902,3122.662035475162,3748.2786542382255,9.999469427554535,2.5633387132509817,-0.4054626124962154,1.692091363961195,0.8088515997935278,0.4686400387543342,a
4094.9973730595902,2546.822526863767,2767.13532513643,3126.020789427353,3750.218776796002,9.890564022098827,2.5104945867510704,-0.5459812815916725,0.4667241813612245,0.4922900500707827,0.2766520044785169,a
4094.9971156154106,2550.386084204731,2766.6113951192096,3122.776207626019,3749.506108147611,9.948648312105664,2.4568921073422216,-0.583313800375431,0.0115553016769234,-0.0734924456303812,0.3480881372629321,a
4094.9920517410287,2545.289984335044,2763.910671559237,3122.551817840977,3747.784785693753,10.05994413039231,2.443057935589221,-0.4838212607437391,0.8619842691369489,0.2221572493757572,-0.5624063890020211,a
4095.0061855186623,2538.285808751481,2761.861882862992,3125.479681360923,3746.996366505533,10.09751125377677,2.3848453027221868,-0.3498760764561233,2.107422194983514,1.0692330545660145,-0.6294255457849566,a
4095.003440762675,2538.2001923059684,2762.1896650835142,3126.837365053523,3748.271398167905,10.068118150009,2.3312550950403867,-0.4398868699896555,2.3251132069585485,1.3405294678437367,1.095687257347016,a
4094.9722499743416,2535.734214420077,2760.47348083491,3127.0444621927304,3750.8908127520367,10.027701755698756,2.3777678994489246,-0.6315354018701949,0.9544792205517236,0.5052353244392668,-0.170734959282359,a
4094.993229909108,2534.36711347365,2759.0897892830017,3125.5299383002407,3753.327263072802,9.969720732254514,2.468970295516291,-0.7054332289594629,0.23539940077281,-0.2085470935653124,-0.9828743828259192,a
4095.013899626133,2538.6891963600788,2761.3532231422505,3122.098868696384,3752.695977973577,9.948577235709331,2.498596339144487,-0.6045129337637136,1.8059088880741383,0.0786960116638458,1.699733222845149,a
4094.9972838218696,2535.601127866748,2762.1518518307566,3119.433049124932,3745.380623442477,10.081911036374615,2.4992873947896426,-0.6649084280097126,2.080387975325591,-0.3754110180640243,-1.291738827768566,a
4094.990279397114,2527.989026661804,2760.700510140385,3120.599124603027,3744.205110996753,10.19598195773114,2.439960298068227,-0.8644912255349007,2.1959320760838312,-1.420848744258934,-4.073430263255162,a
4094.9959290241673,2527.1361429096028,2759.238067048547,3124.6524768131167,3755.80156882293,10.009052360170118,2.2902893085382368,-0.9081441707283436,3.782427898531065,-1.5721576573539204,1.2972246343970573,a
4094.996817593039,2540.9288975935488,2760.2465321734417,3120.0718624747765,3743.4933160320743,10.111376985584048,2.431711094318249,-0.4054212612644233,-0.0762148283592251,0.7876206459559023,0.1380316325668789,a
4094.9813412906815,2508.5876577888503,2738.6571627794747,3105.7397942755542,3746.652502783904,10.056751443476148,2.183135394496471,0.2096571934074913,-2.5895571751415547,1.9379660419256897,-3.1178126342064,a
4094.987364071933,2580.508506478624,2777.787390377364,3143.115015223433,3756.07723744989,10.097920465549146,2.3114646478932603,-0.3926512463685054,0.3963226157691265,0.6195856966701492,-0.3011390632681043,a
4094.996742409716,2569.776636880698,2777.5311194941933,3137.5751649432545,3759.106253299143,10.0459530124993,2.4272244226748594,-0.3981337513071997,0.7017465114163037,0.4656295461233806,-0.1512717593132556,a
4094.998805416366,2555.476962285659,2656.107756962104,3724.204274962983,2943.105989916123,10.473795704037142,0.3873273139817285,1.5003176520383004,-9.856412757839106,7.062012791149679,15.525914997706726,a
4094.993719888668,2557.475780769748,2651.563840556938,3724.18512114808,2940.99213052737,10.36132714287479,0.2545856461215355,1.3125846735228823,-4.810554666390062,1.093709407562463,4.142837018287499,a
4095.0082014198233,2558.747944417867,2647.28908869624,3718.026451476708,2947.555970470077,10.307130367462728,0.1746485030967318,1.2027291438482035,-0.7272449648740085,-1.398720702438152,-0.6853984444995236,a
4095.010306002713,2558.992352852939,2647.925451014992,3711.3213642282894,2956.1323476894463,10.329274170029722,0.2290808519517105,1.2201433859818531,-1.032751874166672,0.5580018800371169,-0.2161539254883952,a
4094.9847043267,2559.0480834340806,2657.2667161279865,3714.5930982055775,2953.94920333459,10.217396002488062,0.1261929500012484,1.215610770806917,-4.196354284067967,1.991211453814347,-1.0310534559382802,a
4094.9988526113457,2559.0640752983218,2668.331345624372,3723.8301264935208,2943.9639446418896,10.043422703136365,0.0436916176166316,1.15914448580698,-6.261680741095923,1.7834312014852536,-2.1913167329883185,a
4094.994404241525,2558.750150020435,2668.312019996043,3726.595504198848,2938.1320292596483,10.00915369932187,0.3002090416309823,1.2166579239546509,-2.417841812648324,1.3399431609014123,1.099400445592147,a
4095.0026053414663,2558.174011793818,2658.753847361066,3721.100139345224,2938.901220600064,10.055362144744633,0.4979720570633783,1.2124535327321284,2.617306714414318,0.8865134912361616,4.083492031233155,a
4094.991728648674,2557.6399621032474,2650.044961203341,3712.4941245229898,2942.097286744779,9.930729962465463,-0.3379564831222998,0.9234931669980022,-1.4005143465045635,0.1761694211211342,-3.430155932232413,a
4095.003297841508,2555.70165527508,2645.793308468335,3706.446002562287,2944.173005928149,9.687484820949722,-1.7500070448910192,0.5337470367474381,-12.997832230025884,0.8515096206122993,-16.770718028140436,a
4095.004128007804,2550.087705820465,2644.44128778685,3708.107586103308,2942.3428797751094,9.579906309881132,-2.3639113853825693,0.6467640867580167,-22.557016179217158,5.393776017966523,-21.544258239371874,a
4094.9927876682887,2555.2486202057444,2656.4265495479035,3722.730802564128,2948.520513041606,10.17058890323198,-0.4521591424520571,1.4985288750752617,-4.66394351246041,5.274647464995683,25.064746776940503,a
4094.997785676021,2544.4607445569027,2644.6906023282454,3715.256023260061,2938.698580433072,9.655516346030089,-2.0590308574768166,1.0754220389480709,-24.0918289196298,10.216044786787508,-16.540897863144192,a
4095.012373883236,2552.979967579221,2645.483172897919,3721.528600847372,2941.7579236447373,9.95214293286589,-1.644129093806132,0.9474781519808092,-0.8149800003225627,-0.1933208997092661,-5.720955522295834,a
4095.002212261627,2555.392109542777,2643.782215139747,3719.787474358731,2943.866560154967,10.002511768644256,-1.6409928787266566,0.7271318806129423,5.629823905531821,-2.960513205811388,-2.1589149038208544,a
4095.030746877554,2551.9810077463994,2641.029827049281,3717.510267195623,2944.010154011111,9.969644128338713,-1.6678179609817985,0.7657435095912962,3.103274617030475,0.0596998311592558,0.5617896343808001,a
4095.011465933636,2548.0104476966644,2639.261809859401,3717.0902099112736,2944.2237676307805,9.933855931059044,-1.7915533838418565,1.0620826920384767,-0.9192600322981762,2.4179448550900884,1.7987951021842878,a
4095.018492129803,2545.276909453275,2639.349988241223,3717.983466868357,2944.4415822753263,9.925464869008469,-1.8242796301756483,1.1833741714740835,1.1640170041176965,1.1252695036985634,0.1209755555573236,a
4095.005425434437,2542.409442133156,2641.0859535274726,3717.236664719752,2942.796746116645,10.178938909129393,-1.40837489545807,0.4840960573015553,15.708276022593886,-3.1600119403006897,-6.130628431394341,a
4094.983469487126,2540.542409185152,2642.4974771720067,3714.85969202959,2939.1260645561183,10.544414166855551,-0.817328844352088,-0.6860422982744786,33.8517796971794,-6.737006974110686,-13.19056658742706,a
4095.000718160897,2542.83136451853,2640.2478367001418,3713.616092397231,2934.8069804713177,10.581390543461971,-0.7752434321204205,-1.1274538509911898,33.72017066261833,-3.348906655582712,-12.6895079877908,a
4094.996843204856,2547.654412473872,2635.5134898535503,3712.291201693216,2931.192158500589,10.355101183491144,-1.3192502486565267,-0.6561470728498787,15.91472894661151,4.170320194011228,-5.174265147115488,a
4095.003109207693,2548.7380475148952,2633.847235532378,3706.246073230103,2929.4063662728668,10.2659064410116,-1.6044511764323068,-0.1667635210474048,2.737308314273273,4.393990474883202,0.0747394645456121,a
4095.013104658773,2545.558551863863,2635.882764604324,3698.31833872766,2929.51680801306,10.317339573303112,-1.5333769445277372,-0.0777884811602885,1.4654817893610357,-2.8471867997257294,0.7303832997629085,a
4095.001278253454,2546.1839826832897,2645.433148092386,3720.55106500357,2938.571496275207,9.791244488519398,-1.741929781361871,1.2250758056166515,-14.840072137723777,7.514723523017802,-10.186877314939602,a
4094.9688614852826,2557.426972274906,2652.1590112909885,3722.80201810322,2952.347209310354,9.488496358972844,-2.3562571837372213,1.1571945130379602,11.951062689643978,-6.224601952181824,26.31049048025857,a
